"exp_index","subject","condition","scenario","box_weight","contestant","strength","effort","resp","s1","s2","e1","e2"
"2b",65,"fail",13,7,1,4,30,4,4,6,30,20
"2b",65,"fail",13,7,2,6,20,6,4,6,30,20
"2b",65,"fail",14,10,1,5,80,2,5,8,80,50
"2b",65,"fail",14,10,2,8,50,8,5,8,80,50
"2b",65,"fail",15,9,1,6,40,2,6,8,40,30
"2b",65,"fail",15,9,2,8,30,8,6,8,40,30
"2b",65,"lift",16,2,1,5,20,1,5,5,20,60
"2b",65,"lift",16,2,2,5,60,9,5,5,20,60
"2b",65,"lift",17,4,1,6,30,2,6,6,30,80
"2b",65,"lift",17,4,2,6,80,8,6,6,30,80
"2b",65,"lift",18,2,1,4,30,1,4,4,30,60
"2b",65,"lift",18,2,2,4,60,9,4,4,30,60
"2b",65,"lift",19,3,1,5,20,2,5,5,20,70
"2b",65,"lift",19,3,2,5,70,8,5,5,20,70
"2b",65,"lift",20,2,1,8,20,3,8,8,20,40
"2b",65,"lift",20,2,2,8,40,7,8,8,20,40
"2b",65,"lift",21,2,1,4,40,4,4,8,40,40
"2b",65,"lift",21,2,2,8,40,6,4,8,40,40
"2b",65,"lift",22,3,1,4,60,4,4,6,60,60
"2b",65,"lift",22,3,2,6,60,6,4,6,60,60
"2b",65,"lift",23,3,1,2,50,5,2,8,50,50
"2b",65,"lift",23,3,2,8,50,5,2,8,50,50
"2b",65,"lift",24,4,1,5,70,4,5,7,70,70
"2b",65,"lift",24,4,2,7,70,6,5,7,70,70
"2b",65,"lift",25,2,1,6,30,5,6,8,30,30
"2b",65,"lift",25,2,2,8,30,5,6,8,30,30
"2b",66,"fail",1,8,1,5,20,8,5,5,20,60
"2b",66,"fail",1,8,2,5,60,2,5,5,20,60
"2b",66,"fail",2,8,1,6,30,7,6,6,30,80
"2b",66,"fail",2,8,2,6,80,2,6,6,30,80
"2b",66,"fail",3,6,1,4,30,7,4,4,30,60
"2b",66,"fail",3,6,2,4,60,4,4,4,30,60
"2b",66,"fail",4,8,1,5,20,8,5,5,20,70
"2b",66,"fail",4,8,2,5,70,2,5,5,20,70
"2b",66,"fail",5,10,1,8,20,7,8,8,20,40
"2b",66,"fail",5,10,2,8,40,3,8,8,20,40
"2b",66,"fail",6,8,1,4,40,7,4,8,40,40
"2b",66,"fail",6,8,2,8,40,7,4,8,40,40
"2b",66,"fail",7,8,1,4,60,6,4,6,60,60
"2b",66,"fail",7,8,2,6,60,6,4,6,60,60
"2b",66,"fail",8,8,1,2,50,5,2,8,50,50
"2b",66,"fail",8,8,2,8,50,5,2,8,50,50
"2b",66,"fail",9,10,1,5,70,5,5,7,70,70
"2b",66,"fail",9,10,2,7,70,5,5,7,70,70
"2b",66,"fail",10,9,1,6,30,7,6,8,30,30
"2b",66,"fail",10,9,2,8,30,7,6,8,30,30
"2b",66,"fail",11,6,1,2,60,3,2,6,60,20
"2b",66,"fail",11,6,2,6,20,7,2,6,60,20
"2b",66,"fail",12,6,1,3,80,2,3,6,80,40
"2b",66,"fail",12,6,2,6,40,8,3,6,80,40
"2b",66,"fail",13,7,1,4,30,7,4,6,30,20
"2b",66,"fail",13,7,2,6,20,8,4,6,30,20
"2b",66,"fail",14,10,1,5,80,3,5,8,80,50
"2b",66,"fail",14,10,2,8,50,7,5,8,80,50
"2b",66,"fail",15,9,1,6,40,6,6,8,40,30
"2b",66,"fail",15,9,2,8,30,7,6,8,40,30
"2b",66,"lift",16,2,1,5,20,2,5,5,20,60
"2b",66,"lift",16,2,2,5,60,8,5,5,20,60
"2b",66,"lift",17,4,1,6,30,3,6,6,30,80
"2b",66,"lift",17,4,2,6,80,7,6,6,30,80
"2b",66,"lift",18,2,1,4,30,3,4,4,30,60
"2b",66,"lift",18,2,2,4,60,7,4,4,30,60
"2b",66,"lift",19,3,1,5,20,2,5,5,20,70
"2b",66,"lift",19,3,2,5,70,8,5,5,20,70
"2b",66,"lift",20,2,1,8,20,4,8,8,20,40
"2b",66,"lift",20,2,2,8,40,6,8,8,20,40
"2b",66,"lift",21,2,1,4,40,5,4,8,40,40
"2b",66,"lift",21,2,2,8,40,5,4,8,40,40
"2b",66,"lift",22,3,1,4,60,7,4,6,60,60
"2b",66,"lift",22,3,2,6,60,7,4,6,60,60
"2b",66,"lift",23,3,1,2,50,5,2,8,50,50
"2b",66,"lift",23,3,2,8,50,5,2,8,50,50
"2b",66,"lift",24,4,1,5,70,5,5,7,70,70
"2b",66,"lift",24,4,2,7,70,5,5,7,70,70
"2b",66,"lift",25,2,1,6,30,5,6,8,30,30
"2b",66,"lift",25,2,2,8,30,5,6,8,30,30
"2b",67,"fail",1,8,1,5,20,8,5,5,20,60
"2b",67,"fail",1,8,2,5,60,4,5,5,20,60
"2b",67,"fail",2,8,1,6,30,5,6,6,30,80
"2b",67,"fail",2,8,2,6,80,8,6,6,30,80
"2b",67,"fail",3,6,1,4,30,6,4,4,30,60
"2b",67,"fail",3,6,2,4,60,4,4,4,30,60
"2b",67,"fail",4,8,1,5,20,8,5,5,20,70
"2b",67,"fail",4,8,2,5,70,0,5,5,20,70
"2b",67,"fail",5,10,1,8,20,5,8,8,20,40
"2b",67,"fail",5,10,2,8,40,5,8,8,20,40
"2b",67,"fail",6,8,1,4,40,4,4,8,40,40
"2b",67,"fail",6,8,2,8,40,4,4,8,40,40
"2b",67,"fail",7,8,1,4,60,5,4,6,60,60
"2b",67,"fail",7,8,2,6,60,5,4,6,60,60
"2b",67,"fail",8,8,1,2,50,5,2,8,50,50
"2b",67,"fail",8,8,2,8,50,5,2,8,50,50
"2b",67,"fail",9,10,1,5,70,0,5,7,70,70
"2b",67,"fail",9,10,2,7,70,10,5,7,70,70
"2b",67,"fail",10,9,1,6,30,6,6,8,30,30
"2b",67,"fail",10,9,2,8,30,8,6,8,30,30
"2b",67,"fail",11,6,1,2,60,5,2,6,60,20
"2b",67,"fail",11,6,2,6,20,5,2,6,60,20
"2b",67,"fail",12,6,1,3,80,6,3,6,80,40
"2b",67,"fail",12,6,2,6,40,7,3,6,80,40
"2b",67,"fail",13,7,1,4,30,7,4,6,30,20
"2b",67,"fail",13,7,2,6,20,7,4,6,30,20
"2b",67,"fail",14,10,1,5,80,8,5,8,80,50
"2b",67,"fail",14,10,2,8,50,8,5,8,80,50
"2b",67,"fail",15,9,1,6,40,6,6,8,40,30
"2b",67,"fail",15,9,2,8,30,4,6,8,40,30
"2b",67,"lift",16,2,1,5,20,4,5,5,20,60
"2b",67,"lift",16,2,2,5,60,8,5,5,20,60
"2b",67,"lift",17,4,1,6,30,10,6,6,30,80
"2b",67,"lift",17,4,2,6,80,10,6,6,30,80
"2b",67,"lift",18,2,1,4,30,5,4,4,30,60
"2b",67,"lift",18,2,2,4,60,10,4,4,30,60
"2b",67,"lift",19,3,1,5,20,0,5,5,20,70
"2b",67,"lift",19,3,2,5,70,0,5,5,20,70
"2b",67,"lift",20,2,1,8,20,10,8,8,20,40
"2b",67,"lift",20,2,2,8,40,10,8,8,20,40
"2b",67,"lift",21,2,1,4,40,0,4,8,40,40
"2b",67,"lift",21,2,2,8,40,0,4,8,40,40
"2b",67,"lift",22,3,1,4,60,0,4,6,60,60
"2b",67,"lift",22,3,2,6,60,0,4,6,60,60
"2b",67,"lift",23,3,1,2,50,4,2,8,50,50
"2b",67,"lift",23,3,2,8,50,4,2,8,50,50
"2b",67,"lift",24,4,1,5,70,4,5,7,70,70
"2b",67,"lift",24,4,2,7,70,2,5,7,70,70
"2b",67,"lift",25,2,1,6,30,1,6,8,30,30
"2b",67,"lift",25,2,2,8,30,1,6,8,30,30
"2b",68,"fail",1,8,1,5,20,6,5,5,20,60
"2b",68,"fail",1,8,2,5,60,2,5,5,20,60
"2b",68,"fail",2,8,1,6,30,9,6,6,30,80
"2b",68,"fail",2,8,2,6,80,1,6,6,30,80
"2b",68,"fail",3,6,1,4,30,10,4,4,30,60
"2b",68,"fail",3,6,2,4,60,5,4,4,30,60
"2b",68,"fail",4,8,1,5,20,7,5,5,20,70
"2b",68,"fail",4,8,2,5,70,3,5,5,20,70
"2b",68,"fail",5,10,1,8,20,2,8,8,20,40
"2b",68,"fail",5,10,2,8,40,6,8,8,20,40
"2b",68,"fail",6,8,1,4,40,2,4,8,40,40
"2b",68,"fail",6,8,2,8,40,8,4,8,40,40
"2b",68,"fail",7,8,1,4,60,6,4,6,60,60
"2b",68,"fail",7,8,2,6,60,9,4,6,60,60
"2b",68,"fail",8,8,1,2,50,2,2,8,50,50
"2b",68,"fail",8,8,2,8,50,9,2,8,50,50
"2b",68,"fail",9,10,1,5,70,5,5,7,70,70
"2b",68,"fail",9,10,2,7,70,9,5,7,70,70
"2b",68,"fail",10,9,1,6,30,4,6,8,30,30
"2b",68,"fail",10,9,2,8,30,8,6,8,30,30
"2b",68,"fail",11,6,1,2,60,2,2,6,60,20
"2b",68,"fail",11,6,2,6,20,10,2,6,60,20
"2b",68,"fail",12,6,1,3,80,2,3,6,80,40
"2b",68,"fail",12,6,2,6,40,6,3,6,80,40
"2b",68,"fail",13,7,1,4,30,7,4,6,30,20
"2b",68,"fail",13,7,2,6,20,10,4,6,30,20
"2b",68,"fail",14,10,1,5,80,5,5,8,80,50
"2b",68,"fail",14,10,2,8,50,8,5,8,80,50
"2b",68,"fail",15,9,1,6,40,7,6,8,40,30
"2b",68,"fail",15,9,2,8,30,9,6,8,40,30
"2b",68,"lift",16,2,1,5,20,2,5,5,20,60
"2b",68,"lift",16,2,2,5,60,6,5,5,20,60
"2b",68,"lift",17,4,1,6,30,3,6,6,30,80
"2b",68,"lift",17,4,2,6,80,7,6,6,30,80
"2b",68,"lift",18,2,1,4,30,2,4,4,30,60
"2b",68,"lift",18,2,2,4,60,8,4,4,30,60
"2b",68,"lift",19,3,1,5,20,2,5,5,20,70
"2b",68,"lift",19,3,2,5,70,7,5,5,20,70
"2b",68,"lift",20,2,1,8,20,4,8,8,20,40
"2b",68,"lift",20,2,2,8,40,8,8,8,20,40
"2b",68,"lift",21,2,1,4,40,8,4,8,40,40
"2b",68,"lift",21,2,2,8,40,4,4,8,40,40
"2b",68,"lift",22,3,1,4,60,3,4,6,60,60
"2b",68,"lift",22,3,2,6,60,7,4,6,60,60
"2b",68,"lift",23,3,1,2,50,9,2,8,50,50
"2b",68,"lift",23,3,2,8,50,5,2,8,50,50
"2b",68,"lift",24,4,1,5,70,7,5,7,70,70
"2b",68,"lift",24,4,2,7,70,3,5,7,70,70
"2b",68,"lift",25,2,1,6,30,5,6,8,30,30
"2b",68,"lift",25,2,2,8,30,7,6,8,30,30
"2b",69,"fail",1,8,1,5,20,7,5,5,20,60
"2b",69,"fail",1,8,2,5,60,3,5,5,20,60
"2b",69,"fail",2,8,1,6,30,7,6,6,30,80
"2b",69,"fail",2,8,2,6,80,3,6,6,30,80
"2b",69,"fail",3,6,1,4,30,6,4,4,30,60
"2b",69,"fail",3,6,2,4,60,4,4,4,30,60
"2b",69,"fail",4,8,1,5,20,8,5,5,20,70
"2b",69,"fail",4,8,2,5,70,2,5,5,20,70
"2b",69,"fail",5,10,1,8,20,7,8,8,20,40
"2b",69,"fail",5,10,2,8,40,3,8,8,20,40
"2b",69,"fail",6,8,1,4,40,5,4,8,40,40
"2b",69,"fail",6,8,2,8,40,5,4,8,40,40
"2b",69,"fail",7,8,1,4,60,4,4,6,60,60
"2b",69,"fail",7,8,2,6,60,6,4,6,60,60
"2b",69,"fail",8,8,1,2,50,4,2,8,50,50
"2b",69,"fail",8,8,2,8,50,6,2,8,50,50
"2b",69,"fail",9,10,1,5,70,5,5,7,70,70
"2b",69,"fail",9,10,2,7,70,5,5,7,70,70
"2b",69,"fail",10,9,1,6,30,3,6,8,30,30
"2b",69,"fail",10,9,2,8,30,7,6,8,30,30
"2b",69,"fail",11,6,1,2,60,2,2,6,60,20
"2b",69,"fail",11,6,2,6,20,8,2,6,60,20
"2b",69,"fail",12,6,1,3,80,3,3,6,80,40
"2b",69,"fail",12,6,2,6,40,7,3,6,80,40
"2b",69,"fail",13,7,1,4,30,5,4,6,30,20
"2b",69,"fail",13,7,2,6,20,5,4,6,30,20
"2b",69,"fail",14,10,1,5,80,5,5,8,80,50
"2b",69,"fail",14,10,2,8,50,5,5,8,80,50
"2b",69,"fail",15,9,1,6,40,3,6,8,40,30
"2b",69,"fail",15,9,2,8,30,7,6,8,40,30
"2b",69,"lift",16,2,1,5,20,3,5,5,20,60
"2b",69,"lift",16,2,2,5,60,7,5,5,20,60
"2b",69,"lift",17,4,1,6,30,3,6,6,30,80
"2b",69,"lift",17,4,2,6,80,7,6,6,30,80
"2b",69,"lift",18,2,1,4,30,5,4,4,30,60
"2b",69,"lift",18,2,2,4,60,5,4,4,30,60
"2b",69,"lift",19,3,1,5,20,2,5,5,20,70
"2b",69,"lift",19,3,2,5,70,8,5,5,20,70
"2b",69,"lift",20,2,1,8,20,4,8,8,20,40
"2b",69,"lift",20,2,2,8,40,6,8,8,20,40
"2b",69,"lift",21,2,1,4,40,2,4,8,40,40
"2b",69,"lift",21,2,2,8,40,8,4,8,40,40
"2b",69,"lift",22,3,1,4,60,4,4,6,60,60
"2b",69,"lift",22,3,2,6,60,6,4,6,60,60
"2b",69,"lift",23,3,1,2,50,1,2,8,50,50
"2b",69,"lift",23,3,2,8,50,9,2,8,50,50
"2b",69,"lift",24,4,1,5,70,5,5,7,70,70
"2b",69,"lift",24,4,2,7,70,5,5,7,70,70
"2b",69,"lift",25,2,1,6,30,5,6,8,30,30
"2b",69,"lift",25,2,2,8,30,5,6,8,30,30
"2b",70,"fail",1,8,1,5,20,8,5,5,20,60
"2b",70,"fail",1,8,2,5,60,2,5,5,20,60
"2b",70,"fail",2,8,1,6,30,8,6,6,30,80
"2b",70,"fail",2,8,2,6,80,2,6,6,30,80
"2b",70,"fail",3,6,1,4,30,7,4,4,30,60
"2b",70,"fail",3,6,2,4,60,3,4,4,30,60
"2b",70,"fail",4,8,1,5,20,8,5,5,20,70
"2b",70,"fail",4,8,2,5,70,2,5,5,20,70
"2b",70,"fail",5,10,1,8,20,7,8,8,20,40
"2b",70,"fail",5,10,2,8,40,3,8,8,20,40
"2b",70,"fail",6,8,1,4,40,5,4,8,40,40
"2b",70,"fail",6,8,2,8,40,5,4,8,40,40
"2b",70,"fail",7,8,1,4,60,5,4,6,60,60
"2b",70,"fail",7,8,2,6,60,5,4,6,60,60
"2b",70,"fail",8,8,1,2,50,5,2,8,50,50
"2b",70,"fail",8,8,2,8,50,5,2,8,50,50
"2b",70,"fail",9,10,1,5,70,5,5,7,70,70
"2b",70,"fail",9,10,2,7,70,5,5,7,70,70
"2b",70,"fail",10,9,1,6,30,5,6,8,30,30
"2b",70,"fail",10,9,2,8,30,5,6,8,30,30
"2b",70,"fail",11,6,1,2,60,2,2,6,60,20
"2b",70,"fail",11,6,2,6,20,8,2,6,60,20
"2b",70,"fail",12,6,1,3,80,2,3,6,80,40
"2b",70,"fail",12,6,2,6,40,8,3,6,80,40
"2b",70,"fail",13,7,1,4,30,4,4,6,30,20
"2b",70,"fail",13,7,2,6,20,6,4,6,30,20
"2b",70,"fail",14,10,1,5,80,2,5,8,80,50
"2b",70,"fail",14,10,2,8,50,8,5,8,80,50
"2b",70,"fail",15,9,1,6,40,4,6,8,40,30
"2b",70,"fail",15,9,2,8,30,6,6,8,40,30
"2b",70,"lift",16,2,1,5,20,2,5,5,20,60
"2b",70,"lift",16,2,2,5,60,8,5,5,20,60
"2b",70,"lift",17,4,1,6,30,2,6,6,30,80
"2b",70,"lift",17,4,2,6,80,8,6,6,30,80
"2b",70,"lift",18,2,1,4,30,3,4,4,30,60
"2b",70,"lift",18,2,2,4,60,7,4,4,30,60
"2b",70,"lift",19,3,1,5,20,2,5,5,20,70
"2b",70,"lift",19,3,2,5,70,8,5,5,20,70
"2b",70,"lift",20,2,1,8,20,4,8,8,20,40
"2b",70,"lift",20,2,2,8,40,6,8,8,20,40
"2b",70,"lift",21,2,1,4,40,5,4,8,40,40
"2b",70,"lift",21,2,2,8,40,5,4,8,40,40
"2b",70,"lift",22,3,1,4,60,5,4,6,60,60
"2b",70,"lift",22,3,2,6,60,5,4,6,60,60
"2b",70,"lift",23,3,1,2,50,5,2,8,50,50
"2b",70,"lift",23,3,2,8,50,5,2,8,50,50
"2b",70,"lift",24,4,1,5,70,5,5,7,70,70
"2b",70,"lift",24,4,2,7,70,5,5,7,70,70
"2b",70,"lift",25,2,1,6,30,5,6,8,30,30
"2b",70,"lift",25,2,2,8,30,5,6,8,30,30
"2b",71,"fail",1,8,1,5,20,4,5,5,20,60
"2b",71,"fail",1,8,2,5,60,2,5,5,20,60
"2b",71,"fail",2,8,1,6,30,8,6,6,30,80
"2b",71,"fail",2,8,2,6,80,1,6,6,30,80
"2b",71,"fail",3,6,1,4,30,4,4,4,30,60
"2b",71,"fail",3,6,2,4,60,2,4,4,30,60
"2b",71,"fail",4,8,1,5,20,7,5,5,20,70
"2b",71,"fail",4,8,2,5,70,1,5,5,20,70
"2b",71,"fail",5,10,1,8,20,8,8,8,20,40
"2b",71,"fail",5,10,2,8,40,4,8,8,20,40
"2b",71,"fail",6,8,1,4,40,5,4,8,40,40
"2b",71,"fail",6,8,2,8,40,6,4,8,40,40
"2b",71,"fail",7,8,1,4,60,4,4,6,60,60
"2b",71,"fail",7,8,2,6,60,5,4,6,60,60
"2b",71,"fail",8,8,1,2,50,3,2,8,50,50
"2b",71,"fail",8,8,2,8,50,5,2,8,50,50
"2b",71,"fail",9,10,1,5,70,3,5,7,70,70
"2b",71,"fail",9,10,2,7,70,3,5,7,70,70
"2b",71,"fail",10,9,1,6,30,5,6,8,30,30
"2b",71,"fail",10,9,2,8,30,5,6,8,30,30
"2b",71,"fail",11,6,1,2,60,1,2,6,60,20
"2b",71,"fail",11,6,2,6,20,7,2,6,60,20
"2b",71,"fail",12,6,1,3,80,1,3,6,80,40
"2b",71,"fail",12,6,2,6,40,6,3,6,80,40
"2b",71,"fail",13,7,1,4,30,6,4,6,30,20
"2b",71,"fail",13,7,2,6,20,8,4,6,30,20
"2b",71,"fail",14,10,1,5,80,1,5,8,80,50
"2b",71,"fail",14,10,2,8,50,5,5,8,80,50
"2b",71,"fail",15,9,1,6,40,4,6,8,40,30
"2b",71,"fail",15,9,2,8,30,6,6,8,40,30
"2b",71,"lift",16,2,1,5,20,2,5,5,20,60
"2b",71,"lift",16,2,2,5,60,7,5,5,20,60
"2b",71,"lift",17,4,1,6,30,3,6,6,30,80
"2b",71,"lift",17,4,2,6,80,8,6,6,30,80
"2b",71,"lift",18,2,1,4,30,5,4,4,30,60
"2b",71,"lift",18,2,2,4,60,6,4,4,30,60
"2b",71,"lift",19,3,1,5,20,2,5,5,20,70
"2b",71,"lift",19,3,2,5,70,8,5,5,20,70
"2b",71,"lift",20,2,1,8,20,5,8,8,20,40
"2b",71,"lift",20,2,2,8,40,6,8,8,20,40
"2b",71,"lift",21,2,1,4,40,5,4,8,40,40
"2b",71,"lift",21,2,2,8,40,6,4,8,40,40
"2b",71,"lift",22,3,1,4,60,4,4,6,60,60
"2b",71,"lift",22,3,2,6,60,4,4,6,60,60
"2b",71,"lift",23,3,1,2,50,4,2,8,50,50
"2b",71,"lift",23,3,2,8,50,5,2,8,50,50
"2b",71,"lift",24,4,1,5,70,5,5,7,70,70
"2b",71,"lift",24,4,2,7,70,5,5,7,70,70
"2b",71,"lift",25,2,1,6,30,4,6,8,30,30
"2b",71,"lift",25,2,2,8,30,4,6,8,30,30
"2b",72,"fail",1,8,1,5,20,8,5,5,20,60
"2b",72,"fail",1,8,2,5,60,2,5,5,20,60
"2b",72,"fail",2,8,1,6,30,7,6,6,30,80
"2b",72,"fail",2,8,2,6,80,0,6,6,30,80
"2b",72,"fail",3,6,1,4,30,6,4,4,30,60
"2b",72,"fail",3,6,2,4,60,4,4,4,30,60
"2b",72,"fail",4,8,1,5,20,7,5,5,20,70
"2b",72,"fail",4,8,2,5,70,2,5,5,20,70
"2b",72,"fail",5,10,1,8,20,7,8,8,20,40
"2b",72,"fail",5,10,2,8,40,3,8,8,20,40
"2b",72,"fail",6,8,1,4,40,4,4,8,40,40
"2b",72,"fail",6,8,2,8,40,4,4,8,40,40
"2b",72,"fail",7,8,1,4,60,5,4,6,60,60
"2b",72,"fail",7,8,2,6,60,5,4,6,60,60
"2b",72,"fail",8,8,1,2,50,5,2,8,50,50
"2b",72,"fail",8,8,2,8,50,5,2,8,50,50
"2b",72,"fail",9,10,1,5,70,5,5,7,70,70
"2b",72,"fail",9,10,2,7,70,5,5,7,70,70
"2b",72,"fail",10,9,1,6,30,5,6,8,30,30
"2b",72,"fail",10,9,2,8,30,5,6,8,30,30
"2b",72,"fail",11,6,1,2,60,2,2,6,60,20
"2b",72,"fail",11,6,2,6,20,8,2,6,60,20
"2b",72,"fail",12,6,1,3,80,2,3,6,80,40
"2b",72,"fail",12,6,2,6,40,8,3,6,80,40
"2b",72,"fail",13,7,1,4,30,4,4,6,30,20
"2b",72,"fail",13,7,2,6,20,6,4,6,30,20
"2b",72,"fail",14,10,1,5,80,1,5,8,80,50
"2b",72,"fail",14,10,2,8,50,8,5,8,80,50
"2b",72,"fail",15,9,1,6,40,4,6,8,40,30
"2b",72,"fail",15,9,2,8,30,6,6,8,40,30
"2b",72,"lift",16,2,1,5,20,2,5,5,20,60
"2b",72,"lift",16,2,2,5,60,6,5,5,20,60
"2b",72,"lift",17,4,1,6,30,1,6,6,30,80
"2b",72,"lift",17,4,2,6,80,9,6,6,30,80
"2b",72,"lift",18,2,1,4,30,1,4,4,30,60
"2b",72,"lift",18,2,2,4,60,9,4,4,30,60
"2b",72,"lift",19,3,1,5,20,2,5,5,20,70
"2b",72,"lift",19,3,2,5,70,7,5,5,20,70
"2b",72,"lift",20,2,1,8,20,4,8,8,20,40
"2b",72,"lift",20,2,2,8,40,6,8,8,20,40
"2b",72,"lift",21,2,1,4,40,4,4,8,40,40
"2b",72,"lift",21,2,2,8,40,6,4,8,40,40
"2b",72,"lift",22,3,1,4,60,5,4,6,60,60
"2b",72,"lift",22,3,2,6,60,5,4,6,60,60
"2b",72,"lift",23,3,1,2,50,3,2,8,50,50
"2b",72,"lift",23,3,2,8,50,7,2,8,50,50
"2b",72,"lift",24,4,1,5,70,5,5,7,70,70
"2b",72,"lift",24,4,2,7,70,5,5,7,70,70
"2b",72,"lift",25,2,1,6,30,3,6,8,30,30
"2b",72,"lift",25,2,2,8,30,4,6,8,30,30
"2b",73,"fail",1,8,1,5,20,7,5,5,20,60
"2b",73,"fail",1,8,2,5,60,3,5,5,20,60
"2b",73,"fail",2,8,1,6,30,7,6,6,30,80
"2b",73,"fail",2,8,2,6,80,4,6,6,30,80
"2b",73,"fail",3,6,1,4,30,7,4,4,30,60
"2b",73,"fail",3,6,2,4,60,5,4,4,30,60
"2b",73,"fail",4,8,1,5,20,8,5,5,20,70
"2b",73,"fail",4,8,2,5,70,5,5,5,20,70
"2b",73,"fail",5,10,1,8,20,8,8,8,20,40
"2b",73,"fail",5,10,2,8,40,7,8,8,20,40
"2b",73,"fail",6,8,1,4,40,5,4,8,40,40
"2b",73,"fail",6,8,2,8,40,7,4,8,40,40
"2b",73,"fail",7,8,1,4,60,5,4,6,60,60
"2b",73,"fail",7,8,2,6,60,5,4,6,60,60
"2b",73,"fail",8,8,1,2,50,5,2,8,50,50
"2b",73,"fail",8,8,2,8,50,5,2,8,50,50
"2b",73,"fail",9,10,1,5,70,6,5,7,70,70
"2b",73,"fail",9,10,2,7,70,7,5,7,70,70
"2b",73,"fail",10,9,1,6,30,6,6,8,30,30
"2b",73,"fail",10,9,2,8,30,7,6,8,30,30
"2b",73,"fail",11,6,1,2,60,5,2,6,60,20
"2b",73,"fail",11,6,2,6,20,5,2,6,60,20
"2b",73,"fail",12,6,1,3,80,4,3,6,80,40
"2b",73,"fail",12,6,2,6,40,6,3,6,80,40
"2b",73,"fail",13,7,1,4,30,6,4,6,30,20
"2b",73,"fail",13,7,2,6,20,7,4,6,30,20
"2b",73,"fail",14,10,1,5,80,4,5,8,80,50
"2b",73,"fail",14,10,2,8,50,7,5,8,80,50
"2b",73,"fail",15,9,1,6,40,6,6,8,40,30
"2b",73,"fail",15,9,2,8,30,7,6,8,40,30
"2b",73,"lift",16,2,1,5,20,2,5,5,20,60
"2b",73,"lift",16,2,2,5,60,6,5,5,20,60
"2b",73,"lift",17,4,1,6,30,2,6,6,30,80
"2b",73,"lift",17,4,2,6,80,7,6,6,30,80
"2b",73,"lift",18,2,1,4,30,3,4,4,30,60
"2b",73,"lift",18,2,2,4,60,6,4,4,30,60
"2b",73,"lift",19,3,1,5,20,2,5,5,20,70
"2b",73,"lift",19,3,2,5,70,7,5,5,20,70
"2b",73,"lift",20,2,1,8,20,4,8,8,20,40
"2b",73,"lift",20,2,2,8,40,6,8,8,20,40
"2b",73,"lift",21,2,1,4,40,5,4,8,40,40
"2b",73,"lift",21,2,2,8,40,5,4,8,40,40
"2b",73,"lift",22,3,1,4,60,5,4,6,60,60
"2b",73,"lift",22,3,2,6,60,6,4,6,60,60
"2b",73,"lift",23,3,1,2,50,4,2,8,50,50
"2b",73,"lift",23,3,2,8,50,8,2,8,50,50
"2b",73,"lift",24,4,1,5,70,7,5,7,70,70
"2b",73,"lift",24,4,2,7,70,8,5,7,70,70
"2b",73,"lift",25,2,1,6,30,5,6,8,30,30
"2b",73,"lift",25,2,2,8,30,5,6,8,30,30
"2b",74,"fail",1,8,1,5,20,5,5,5,20,60
"2b",74,"fail",1,8,2,5,60,4,5,5,20,60
"2b",74,"fail",2,8,1,6,30,7,6,6,30,80
"2b",74,"fail",2,8,2,6,80,2,6,6,30,80
"2b",74,"fail",3,6,1,4,30,5,4,4,30,60
"2b",74,"fail",3,6,2,4,60,3,4,4,30,60
"2b",74,"fail",4,8,1,5,20,8,5,5,20,70
"2b",74,"fail",4,8,2,5,70,4,5,5,20,70
"2b",74,"fail",5,10,1,8,20,6,8,8,20,40
"2b",74,"fail",5,10,2,8,40,6,8,8,20,40
"2b",74,"fail",6,8,1,4,40,6,4,8,40,40
"2b",74,"fail",6,8,2,8,40,6,4,8,40,40
"2b",74,"fail",7,8,1,4,60,5,4,6,60,60
"2b",74,"fail",7,8,2,6,60,5,4,6,60,60
"2b",74,"fail",8,8,1,2,50,7,2,8,50,50
"2b",74,"fail",8,8,2,8,50,6,2,8,50,50
"2b",74,"fail",9,10,1,5,70,4,5,7,70,70
"2b",74,"fail",9,10,2,7,70,4,5,7,70,70
"2b",74,"fail",10,9,1,6,30,6,6,8,30,30
"2b",74,"fail",10,9,2,8,30,6,6,8,30,30
"2b",74,"fail",11,6,1,2,60,4,2,6,60,20
"2b",74,"fail",11,6,2,6,20,8,2,6,60,20
"2b",74,"fail",12,6,1,3,80,4,3,6,80,40
"2b",74,"fail",12,6,2,6,40,7,3,6,80,40
"2b",74,"fail",13,7,1,4,30,9,4,6,30,20
"2b",74,"fail",13,7,2,6,20,10,4,6,30,20
"2b",74,"fail",14,10,1,5,80,2,5,8,80,50
"2b",74,"fail",14,10,2,8,50,7,5,8,80,50
"2b",74,"fail",15,9,1,6,40,5,6,8,40,30
"2b",74,"fail",15,9,2,8,30,5,6,8,40,30
"2b",74,"lift",16,2,1,5,20,3,5,5,20,60
"2b",74,"lift",16,2,2,5,60,7,5,5,20,60
"2b",74,"lift",17,4,1,6,30,6,6,6,30,80
"2b",74,"lift",17,4,2,6,80,9,6,6,30,80
"2b",74,"lift",18,2,1,4,30,6,4,4,30,60
"2b",74,"lift",18,2,2,4,60,8,4,4,30,60
"2b",74,"lift",19,3,1,5,20,3,5,5,20,70
"2b",74,"lift",19,3,2,5,70,7,5,5,20,70
"2b",74,"lift",20,2,1,8,20,5,8,8,20,40
